article_name,country,region,rev_id,article_quality,population
Hekmat Karzai,Afghanistan,ASIA,797673897,Start,38.928000000000004
Fouad Naffah,Lebanon,ASIA,797675028,C,6.825
Mark Langhammer,Ireland,EUROPE,797675559,C,5.003
Hemant Katare,India,ASIA,797675693,Stub,1400.1
Andor Fejér,Hungary,EUROPE,797676214,Stub,9.767000000000001
Galust Sahakyan,Armenia,ASIA,797677729,Start,2.9560000000000004
Boubacar Yacine Diallo,Guinea,AFRICA,797679631,Stub,12.56
Francis Mer,France,EUROPE,797680953,Start,64.94
Ivanna Klympush-Tsintsadze,Ukraine,EUROPE,797681550,Start,41.778
Francisco Rodríguez (President of Panama),Panama,LATIN AMERICA AND THE CARIBBEAN,797681961,Stub,4.283
Angèle Bandou,Congo,AFRICA,797682335,Start,5.518
J. Kirk Sullivan,United States,NORTHERN AMERICA,797682606,Start,329.87800000000004
Maria Guzenina,Finland,EUROPE,797683867,C,5.529
Alicia Moreau de Justo,Argentina,LATIN AMERICA AND THE CARIBBEAN,797683888,Start,45.376999999999995
Frank Stronach,Austria,EUROPE,797686709,C,8.914
Adina Bastidas,Venezuela,LATIN AMERICA AND THE CARIBBEAN,797687372,Start,28.645
Marleen Temmerman,Belgium,EUROPE,797688466,C,11.515
François Ngeze,Burundi,AFRICA,797689230,Stub,11.866
Branko Vukelić,Croatia,EUROPE,797689385,Stub,4.02
Margarita Stolbizer,Argentina,LATIN AMERICA AND THE CARIBBEAN,797691445,C,45.376999999999995
Jarupan Kuldiloke,Thailand,ASIA,797693104,Start,66.53399999999999
Abdul Baiz Kamardeen,Sri Lanka,ASIA,797693572,Stub,21.936999999999998
Behbud Khan Javanshir,Azerbaijan,ASIA,797693679,C,10.107999999999999
S. Nadarajah,Sri Lanka,ASIA,797693919,Stub,21.936999999999998
John Harun Mwau,Kenya,AFRICA,797695325,Start,53.528
Cho Bong-am,"Korea, South",ASIA,797696038,Start,51.781000000000006
Jean-Nicolas Nissage Saget,Haiti,LATIN AMERICA AND THE CARIBBEAN,797697117,B,11.402999999999999
William Lee-Warner,India,ASIA,797697432,Stub,1400.1
Pedro Pedrossian,Brazil,LATIN AMERICA AND THE CARIBBEAN,797697990,Stub,211.812
Friedrich Harkort,Germany,EUROPE,797699546,Stub,83.3
Nayla Tueni,Lebanon,ASIA,797699753,C,6.825
Mbali Ntuli,South Africa,AFRICA,797702715,C,59.628
Maryam Yazdanfar,Sweden,EUROPE,797704119,Stub,10.377
"List of Captains Regent of San Marino, 1700–1900",San Marino,EUROPE,797704517,Start,34.0
Minoo Akhtarzand,Sweden,EUROPE,797704835,Stub,10.377
K. Sarveswaran,Sri Lanka,ASIA,797704879,Start,21.936999999999998
Qasem Ravanbakhsh,Iran,ASIA,797706952,Stub,84.15
Seyyed Abdollah Behbahani,Iran,ASIA,797707401,C,84.15
Seyyed Mehdi Hashemi,Iran,ASIA,797707434,Stub,84.15
Hemakumara Nanayakkara,Sri Lanka,ASIA,797707656,Start,21.936999999999998
Adrian Păunescu,Romania,EUROPE,797708778,C,19.241
John Kufuor,Ghana,AFRICA,797709207,C,31.073
"Gerald van de Werve, 5th Lord of Hovorst",Belgium,EUROPE,797709708,Stub,11.515
Gaston van de Werve et de Schilde,Belgium,EUROPE,797709842,Start,11.515
Michael P. Mullin,United States,NORTHERN AMERICA,797710302,Stub,329.87800000000004
Ottokar Czernin,Hungary,EUROPE,797710569,C,9.767000000000001
Hassan Bubacar Jallow,Gambia,AFRICA,797710741,C,2.417
Victor Popa,Moldova,EUROPE,797711551,Stub,3.535
Julius Caesar de Miranda,Suriname,LATIN AMERICA AND THE CARIBBEAN,797712847,Start,605.0
Gabriel Gurméndez Armand-Ugon,Uruguay,LATIN AMERICA AND THE CARIBBEAN,797712888,Start,3.531
Fox Odendaal,South Africa,AFRICA,797713862,Start,59.628
Lujo Vojnović,Montenegro,EUROPE,797714320,Start,622.0
Bou Hmara,Morocco,AFRICA,797714328,Start,35.952
Gail Rebuck,United Kingdom,EUROPE,797714705,Start,67.16
Petar Pejačević,Croatia,EUROPE,797715320,Stub,4.02
Paul Fugger von Kirchberg und Weißenhorn,Germany,EUROPE,797715541,Stub,83.3
Mikhail Tugan-Baranovsky,Ukraine,EUROPE,797717297,C,41.778
Josip Grubeša,Bosnia-Herzegovina,EUROPE,797717577,Stub,3.281
Desmond McKenzie,Jamaica,LATIN AMERICA AND THE CARIBBEAN,797720556,Stub,2.8089999999999997
André Jolly,Belgium,EUROPE,797721465,Stub,11.515
Modou Bamba Gaye,Gambia,AFRICA,797726251,Stub,2.417
Surachai Danwattananusorn,Thailand,ASIA,797726537,Start,66.53399999999999
Mohammad Haghani,Iran,ASIA,797727481,Stub,84.15
Noorulah Delwari,Afghanistan,ASIA,797728695,Stub,38.928000000000004
Käthe Schirmacher,Germany,EUROPE,797730504,Start,83.3
Maria Soraya Rodriguez Ramos,Spain,EUROPE,797731677,C,47.635
Soh Jaipil,"Korea, South",ASIA,797733673,C,51.781000000000006
Geoff Clark (politician),Australia,OCEANIA,797734309,C,25.754
Numan Kurtulmuş,Turkey,ASIA,797734394,Start,83.73700000000001
Mu Ying,China,ASIA,797736771,C,1402.385
Muhammad Hamidullah Khan,Bangladesh,ASIA,797737207,C,169.80900000000003
Khagaraj Adhikari,Nepal,ASIA,797737282,Stub,29.996
Oksana Dmitriyeva,Russia,EUROPE,797739800,C,146.733
George Hickes (Nunavut politician),Canada,NORTHERN AMERICA,797740604,Stub,38.19
Joseph Ivor Linton,Israel,ASIA,797742881,Start,9.216000000000001
"George Thomson, Baron Thomson of Monifieth",United Kingdom,EUROPE,797743440,C,67.16
29th Canadian Ministry,Canada,NORTHERN AMERICA,797743670,C,38.19
Georgi Dzhagarov,Bulgaria,EUROPE,797745316,Stub,6.9270000000000005
Tim Bowles (politician),United Kingdom,EUROPE,797745933,Stub,67.16
List of Prime Ministers of Cape Verde,Cape Verde,AFRICA,797747479,Start,556.0
List of Prime Ministers of Chad,Chad,AFRICA,797747674,Start,16.877
Sajid Qureshi,Pakistan,ASIA,797747980,Stub,220.94
Salikin Hardjo,Indonesia,ASIA,797748092,Start,271.73900000000003
List of Prime Ministers of Djibouti,Djibouti,AFRICA,797748172,Start,988.0
Samira Bawumia,Ghana,AFRICA,797748613,Stub,31.073
Augusto Mancini,Italy,EUROPE,797752200,Start,60.29600000000001
Ghulam Qadir Khan,Pakistan,ASIA,797752848,Stub,220.94
List of Prime Ministers of Guinea,Guinea,AFRICA,797753947,Start,12.56
Viktor Ivanov,Russia,EUROPE,797754183,C,146.733
Gilbert Grant,Canada,NORTHERN AMERICA,797754805,Stub,38.19
Teja Singh Akarpuri,India,ASIA,797756385,Start,1400.1
Prime Minister of Montenegro,Montenegro,EUROPE,797756624,C,622.0
Giovanni Gentile,Italy,EUROPE,797757429,C,60.29600000000001
Prime Minister of Papua New Guinea,Papua New Guinea,OCEANIA,797759118,B,8.95
Giuseppe Tatarella,Italy,EUROPE,797759283,C,60.29600000000001
Giuseppe Vatinno,Italy,EUROPE,797759319,Start,60.29600000000001
Nurettin Canikli,Turkey,ASIA,797761507,Start,83.73700000000001
Zulfiqar Halepoto,Pakistan,ASIA,797761741,Start,220.94
Khalid Abdul Samad,Malaysia,ASIA,797762863,C,32.781
Anote Tong,Kiribati,OCEANIA,797765387,C,125.0
Saturnino Blanco Nardo,Argentina,LATIN AMERICA AND THE CARIBBEAN,797768302,Stub,45.376999999999995
Chi Cheng (athlete),Taiwan,ASIA,797769686,C,23.61
Rocky Jones,Canada,NORTHERN AMERICA,797770312,C,38.19
Lorena Castillo,Panama,LATIN AMERICA AND THE CARIBBEAN,797772360,Start,4.283
José Isabel Blandón Figueroa,Panama,LATIN AMERICA AND THE CARIBBEAN,797772539,Stub,4.283
List of Prime Ministers of Gabon,Gabon,AFRICA,797772644,Start,2.231
List of Presidents of São Tomé and Príncipe,Sao Tome and Principe,AFRICA,797773394,Start,0.21
Mohamad Shahrum Osman,Malaysia,ASIA,797774050,Stub,32.781
Raed Salah,Israel,ASIA,797774545,C,9.216000000000001
Fernando Pereira (major),Sao Tome and Principe,AFRICA,797774837,Stub,0.21
Manuel Quintas de Almeida,Sao Tome and Principe,AFRICA,797774966,Stub,0.21
Grace Poe,Philippines,ASIA,797775720,GA,109.581
Mustapha Bakkoury,Morocco,AFRICA,797776779,Start,35.952
Ben Mang Reng Say,Indonesia,ASIA,797777427,C,271.73900000000003
Gramoz Pashko,Albania,EUROPE,797777699,Start,2.838
Oscar Aguad,Argentina,LATIN AMERICA AND THE CARIBBEAN,797781138,Start,45.376999999999995
Elspeth Campbell,United Kingdom,EUROPE,797781385,Start,67.16
Jorgovanka Tabaković,Serbia,EUROPE,797782382,Start,6.957000000000001
Gregory Agboneni,Nigeria,AFRICA,797785096,Stub,206.14
William Leong Jee Keen,Malaysia,ASIA,797790148,Start,32.781
Gim Du-han,"Korea, South",ASIA,797790785,Stub,51.781000000000006
Gim Jil,"Korea, South",ASIA,797790889,Start,51.781000000000006
Kim Eul-dong,"Korea, South",ASIA,797790975,Stub,51.781000000000006
Kim Ok-gyun,"Korea, South",ASIA,797791000,C,51.781000000000006
Kim Yong-woo,"Korea, South",ASIA,797791013,Stub,51.781000000000006
Gustavo Balcázar Monzón,Colombia,LATIN AMERICA AND THE CARIBBEAN,797792305,Start,49.443999999999996
Laurent Lamothe,Haiti,LATIN AMERICA AND THE CARIBBEAN,797792449,C,11.402999999999999
Ange Diawara,Congo,AFRICA,797793496,Start,5.518
Gwon Sangha,"Korea, South",ASIA,797793617,Stub,51.781000000000006
Trent Clark (politician),United States,NORTHERN AMERICA,797794627,Start,329.87800000000004
Vladimir Nikolayevich Orlov,Russia,EUROPE,797796848,C,146.733
Watana Muangsook,Thailand,ASIA,797799061,Stub,66.53399999999999
Laurianne Rossi,France,EUROPE,797800863,Stub,64.94
Matti Kekkonen,Finland,EUROPE,797800927,Stub,5.529
Hadi Khamenei,Iran,ASIA,797801463,C,84.15
Haji Omar,Pakistan,ASIA,797802929,Stub,220.94
Hermann Eduard von Holst,Germany,EUROPE,797804132,C,83.3
Nattakorn Devakula,Thailand,ASIA,797804838,Start,66.53399999999999
Mathole Motshekga,South Africa,AFRICA,797804921,Stub,59.628
Sukhbans Kaur Bhinder,India,ASIA,797805370,Start,1400.1
Seonghan of Silla,"Korea, South",ASIA,797806070,Stub,51.781000000000006
Hanan Ashrawi,Palestinian Territory,ASIA,797806716,C,5.008
Syed Ata-ul-Muhaimin Bukhari,Pakistan,ASIA,797809216,Stub,220.94
Charles Gavan Duffy,Ireland,EUROPE,797811720,C,5.003
Charles Sladen,Australia,OCEANIA,797811728,C,25.754
Sandra Botha,South Africa,AFRICA,797813930,Start,59.628
Tao Yuanming,China,ASIA,797816552,C,1402.385
Undraa Agvaanluvsan,Mongolia,ASIA,797816558,C,3.361
Joey Salceda,Philippines,ASIA,797816708,C,109.581
William Darcy (died 1540),Ireland,EUROPE,797817499,B,5.003
Hasan Gerçeker,Turkey,ASIA,797818899,Start,83.73700000000001
Hasan Nazih,Iran,ASIA,797818926,C,84.15
Hassan Ghafourifard,Iran,ASIA,797819358,Start,84.15
Hassan Joho,Kenya,AFRICA,797819376,Start,53.528
Hassoumi Massaoudou,Niger,AFRICA,797819561,Start,24.189
Aaron Motsoaledi,South Africa,AFRICA,797821104,Start,59.628
Lynda Chuba-Ikpeazu,Nigeria,AFRICA,797821827,Start,206.14
Essam Khalaf,Bahrain,ASIA,797822138,Stub,1.465
Hazem Salah Abu Ismail,Egypt,AFRICA,797822421,Start,100.803
Helir-Valdor Seeder,Estonia,EUROPE,797823998,Stub,1.331
Adolfo Obiang Biko,Equatorial Guinea,AFRICA,797824842,C,1.403
Adolfo Sigwald,Argentina,LATIN AMERICA AND THE CARIBBEAN,797824923,Stub,45.376999999999995
Ma Man-kei,China,ASIA,797825065,Start,1402.385
List of Prime Ministers of Somalia,Somalia,AFRICA,797825794,C,15.892999999999999
Mónica López (politician),Argentina,LATIN AMERICA AND THE CARIBBEAN,797826672,Stub,45.376999999999995
Hector Luisi,Uruguay,LATIN AMERICA AND THE CARIBBEAN,797827200,Stub,3.531
Henri Léonard Jean Baptiste Bertin,France,EUROPE,797829763,Start,64.94
Miguel Enríquez (politician),Chile,LATIN AMERICA AND THE CARIBBEAN,797830298,C,19.47
Helmin Wiels,Netherlands,EUROPE,797831159,C,17.467
Hendrik Goeman Borgesius,Netherlands,EUROPE,797832540,Start,17.467
Dirk Fock,Netherlands,EUROPE,797832588,Stub,17.467
István Csáky,Hungary,EUROPE,797835609,Start,9.767000000000001
Hassan Ademov,Bulgaria,EUROPE,797836169,Stub,6.9270000000000005
Hideaki Akaiwa,Japan,ASIA,797841180,Start,125.96700000000001
Walter Stanford,South Africa,AFRICA,797843905,C,59.628
Hilary Teague,Liberia,AFRICA,797844087,Start,5.058
Necmettin Erbakan,Turkey,ASIA,797846515,C,83.73700000000001
Paul Bradford,Ireland,EUROPE,797846735,Start,5.003
Bülent Ulusu,Turkey,ASIA,797846792,Stub,83.73700000000001
Nihat Erim,Turkey,ASIA,797846932,C,83.73700000000001
Yang Hu,China,ASIA,797853506,Start,1402.385
Adem Demaçi,Albania,EUROPE,797855253,C,2.838
Yilibu,China,ASIA,797855447,Stub,1402.385
Morteza Zarringol,Iran,ASIA,797856454,Stub,84.15
Delyan Peevski,Bulgaria,EUROPE,797859107,C,6.9270000000000005
Hojjat Nazari,Iran,ASIA,797860336,Stub,84.15
Max Saltsman,Canada,NORTHERN AMERICA,797863007,C,38.19
Soni Sori,India,ASIA,797864518,GA,1400.1
Abdallah bin Jiluwi,Saudi Arabia,ASIA,797865530,Start,35.041
Lu Ji (Shiheng),China,ASIA,797867339,Start,1402.385
Machakos County Governor,Kenya,AFRICA,797867917,Stub,53.528
Miria Obote,Uganda,AFRICA,797874277,Stub,45.74100000000001
Saeed Jalili,Iran,ASIA,797875585,C,84.15
Lourdes Alcorta,Peru,LATIN AMERICA AND THE CARIBBEAN,797877193,Start,32.824
André Poggenburg,Germany,EUROPE,797877388,Start,83.3
Anjua Loeak,Marshall Islands,OCEANIA,797879430,Start,57.0
Anatol Șalaru,Moldova,EUROPE,797880714,Start,3.535
Marat Tazhin,Kazakhstan,ASIA,797881785,C,18.732
Alejandra Lagunes,Mexico,LATIN AMERICA AND THE CARIBBEAN,797882011,GA,127.792
Abdulahi Mohamed Sa'adi,Ethiopia,AFRICA,797882399,Start,114.916
Maja Gojković,Serbia,EUROPE,797882648,Start,6.957000000000001
Michael Makue Loweth,South Sudan,AFRICA,797885825,Stub,11.194
Song In,"Korea, South",ASIA,797889698,Start,51.781000000000006
Wiktor Budzyński,Poland,EUROPE,797890331,Stub,38.368
Song Byeong-jun,"Korea, South",ASIA,797890729,Start,51.781000000000006
Song Ja,"Korea, South",ASIA,797890745,Start,51.781000000000006
Song Jun-gil,"Korea, South",ASIA,797890818,Stub,51.781000000000006
Song Si-yeol,"Korea, South",ASIA,797890846,Start,51.781000000000006
Akwasi Afrifa,Ghana,AFRICA,797892047,C,31.073
Al Noor Kassum,Tanzania,AFRICA,797892104,Stub,59.733999999999995
Mahmud Kanti Bello,Nigeria,AFRICA,797892196,Start,206.14
"Victor Henri Rochefort, Marquis de Rochefort-Luçay",France,EUROPE,797894947,C,64.94
Alexandre Banza,Central African Republic,AFRICA,797895064,FA,4.83
"Alfred Mond, 1st Baron Melchett",United Kingdom,EUROPE,797895791,C,67.16
Ali Soilih,Comoros,AFRICA,797896131,C,0.87
Miloš Trivunac,Serbia,EUROPE,797896539,Stub,6.957000000000001
Mahma Xelil,Iraq,ASIA,797897920,Stub,39.725
Fiona Richardson,Australia,OCEANIA,797901980,Start,25.754
Amir Hossein Jahanshahi,Iran,ASIA,797902368,C,84.15
Kazem Jalali,Iran,ASIA,797907122,Stub,84.15
Ahmad Tavakkoli,Iran,ASIA,797907342,C,84.15
Jean Gabriel Maurice Rocques,France,EUROPE,797911448,Start,64.94
Aleksandr Potupa,Belarus,EUROPE,797911629,C,9.375
Alexander Yenikomshian,Armenia,ASIA,797912399,Start,2.9560000000000004
Rostam Ghasemi,Iran,ASIA,797912618,C,84.15
Alfred A. Thorne,Guyana,LATIN AMERICA AND THE CARIBBEAN,797912708,C,787.0
Józef Lewartowski,Poland,EUROPE,797913031,Start,38.368
Lencho Letta,Ethiopia,AFRICA,797917912,Start,114.916
Lucinda Creighton,Ireland,EUROPE,797918485,C,5.003
Ramón Marrero Aristy,Dominican Republic,LATIN AMERICA AND THE CARIBBEAN,797920947,Start,10.5
Anton Lubowski,Namibia,AFRICA,797926029,Start,2.541
António de Albuquerque Coelho,Portugal,EUROPE,797926454,Stub,10.255
Roberto Francisco Chiari Remón,Panama,LATIN AMERICA AND THE CARIBBEAN,797929528,Start,4.283
Lu'ay al-Atassi,Syria,ASIA,797929950,C,19.398
Ariadna Tyrkova-Williams,Russia,EUROPE,797930163,C,146.733
Ana Jara,Peru,LATIN AMERICA AND THE CARIBBEAN,797930622,Start,32.824
"Armand-Emmanuel de Vignerot du Plessis, Duc de Richelieu",Russia,EUROPE,797930667,C,146.733
"Arnold Goodman, Baron Goodman",United Kingdom,EUROPE,797931172,C,67.16
Arthur Mutambara,Zimbabwe,AFRICA,797932659,C,14.863
Sándor Belitska,Hungary,EUROPE,797936886,Stub,9.767000000000001
Jinkee Pacquiao,Philippines,ASIA,797937190,Start,109.581
Monique Willocq,Belgium,EUROPE,797938315,Stub,11.515
Marcel Cheron,Belgium,EUROPE,797938318,Stub,11.515
Paul Magnette,Belgium,EUROPE,797938391,Start,11.515
Jean-Claude Van Cauwenberghe,Belgium,EUROPE,797938401,Stub,11.515
Melchior Wathelet,Belgium,EUROPE,797938482,Start,11.515
Jean Gol,Belgium,EUROPE,797938489,Start,11.515
Alberto Jarabo Payá,Spain,EUROPE,797938812,Start,47.635
Jean-Claude Marcourt,Belgium,EUROPE,797938853,Stub,11.515
François Bellot,Belgium,EUROPE,797938932,Start,11.515
Mustafa Mansour,Egypt,AFRICA,797939054,Start,100.803
Aleksandar Lilov,Bulgaria,EUROPE,797940463,C,6.9270000000000005
Prime Minister of Tuvalu,Tuvalu,OCEANIA,797943793,Start,0.01
Ba Shin,Myanmar,ASIA,797944246,C,54.70399999999999
Prime Minister of Vanuatu,Vanuatu,OCEANIA,797944288,C,321.0
Baabar,Mongolia,ASIA,797944294,Start,3.361
Prime Minister of Yemen,Yemen,ASIA,797944332,Stub,29.826
Tô Lâm,Vietnam,ASIA,797951465,Start,96.209
George Boakye,Ghana,AFRICA,797951544,Start,31.073
Beki Adam,United Kingdom,EUROPE,797954280,Start,67.16
Bill Boaks,United Kingdom,EUROPE,797960366,C,67.16
Manutchehr Salimi,Iran,ASIA,797960934,Stub,84.15
Ibrahim Muhammad Didi,Maldives,ASIA,797961593,Stub,541.0
Maxine Morand,Australia,OCEANIA,797965011,C,25.754
Bruno Itoua,Congo,AFRICA,797965274,C,5.518
Alireza Avayi,Iran,ASIA,797965986,Stub,84.15
Rodolphe Adada,Congo,AFRICA,797967216,C,5.518
André Vlerick,Belgium,EUROPE,797967437,Start,11.515
Boris Furlan,Slovenia,EUROPE,797969620,C,2.103
Valeri Gladilin,Russia,EUROPE,797971075,Stub,146.733
Ephraim Katzir,Israel,ASIA,797971269,C,9.216000000000001
Frederick W. M. Holliday,United States,NORTHERN AMERICA,797972524,Start,329.87800000000004
Alan John Kyerematen,Ghana,AFRICA,797973243,B,31.073
Rocky Suhayda,United States,NORTHERN AMERICA,797974170,C,329.87800000000004
Esko Vaartela,Finland,EUROPE,797974813,Stub,5.529
Ling Liong Sik,Malaysia,ASIA,797977082,Start,32.781
Francisco Maria Supico,Portugal,EUROPE,797979137,Stub,10.255
Francisco Sanjuanena,Spain,EUROPE,797979825,Stub,47.635
Louis Sylvain Goma,Congo,AFRICA,797980713,Start,5.518
Bálint Magyar,Hungary,EUROPE,797982692,Start,9.767000000000001
Yahya Bakhtiar,Pakistan,ASIA,797984136,Start,220.94
Chadli Bendjedid,Algeria,AFRICA,797986413,C,44.357
Miangul Adnan Aurangzeb,Pakistan,ASIA,797986452,Start,220.94
Béla Pap,Hungary,EUROPE,797989179,Start,9.767000000000001
Crowninshield family,United States,NORTHERN AMERICA,797990810,C,329.87800000000004
Guido Natoli,Italy,EUROPE,797991398,Stub,60.29600000000001
Luis Emilio Recabarren,Chile,LATIN AMERICA AND THE CARIBBEAN,797992965,C,19.47
Carlos Antonio López,Paraguay,LATIN AMERICA AND THE CARIBBEAN,797998309,C,7.255
Atsushi Onita,Japan,ASIA,797998954,GA,125.96700000000001
Catherine Breshkovsky,Russia,EUROPE,798001850,Start,146.733
Michaela Biancofiore,Italy,EUROPE,798008401,Stub,60.29600000000001
Vito Miceli,Italy,EUROPE,798008586,Stub,60.29600000000001
Iacopo Rusticucci,Italy,EUROPE,798008625,Stub,60.29600000000001
Galla Gaulo,Italy,EUROPE,798008704,Stub,60.29600000000001
Pietro Participazio,Italy,EUROPE,798008894,Stub,60.29600000000001
Roberto Mura,Italy,EUROPE,798008935,Stub,60.29600000000001
Nicolae Fleva,Romania,EUROPE,798012773,FA,19.241
Henrik Nicolai Clausen,Denmark,EUROPE,798014986,Stub,5.829
"Chris Holmes, Baron Holmes of Richmond",United Kingdom,EUROPE,798015270,C,67.16
Chris Trotter,New Zealand,OCEANIA,798015829,Start,4.987
Aleksandar Antić,Serbia,EUROPE,798016621,Stub,6.957000000000001
Zorana Mihajlović,Serbia,EUROPE,798019447,C,6.957000000000001
Alec Erwin,South Africa,AFRICA,798020004,Start,59.628
Omar Aziz,Brazil,LATIN AMERICA AND THE CARIBBEAN,798020686,Stub,211.812
Brita Nordlander,Sweden,EUROPE,798021283,Stub,10.377
Alma Adamkienė,Lithuania,EUROPE,798022066,Start,2.7939999999999996
Jimmy Lusibaea,Solomon Islands,OCEANIA,798023102,C,715.0
Cola di Rienzo,Italy,EUROPE,798027747,C,60.29600000000001
"Colin Moynihan, 4th Baron Moynihan",United Kingdom,EUROPE,798028420,C,67.16
James Tien (politician),China,ASIA,798028927,C,1402.385
Kent Williams (politician),United States,NORTHERN AMERICA,798029256,C,329.87800000000004
Mohammed Haji Mahmoud,Iraq,ASIA,798033408,Stub,39.725
Annalisa Minetti,Italy,EUROPE,798036289,Start,60.29600000000001
Abubakar Musa,Nigeria,AFRICA,798037046,Stub,206.14
Carlos Duque,Panama,LATIN AMERICA AND THE CARIBBEAN,798037941,Start,4.283
Kamel Mahadin,Jordan,ASIA,798038218,C,10.679
Louise Hand,Australia,OCEANIA,798038859,Start,25.754
Maria van der Hoeven,Netherlands,EUROPE,798039602,C,17.467
Sim Ka,Cambodia,ASIA,798039997,Stub,15.497
Amilkar Acosta Medina,Colombia,LATIN AMERICA AND THE CARIBBEAN,798041271,Start,49.443999999999996
Alejandro Páez Aragón,Mexico,LATIN AMERICA AND THE CARIBBEAN,798043052,Stub,127.792
Mary Cramer,Australia,OCEANIA,798043857,Start,25.754
Hasan Ali Khan Garroosy,Iran,ASIA,798045778,Stub,84.15
Mansour Mohamed El-Kikhia,Libya,AFRICA,798048206,Stub,6.891
Fethia Mzali,Tunisia,AFRICA,798050374,Start,11.895999999999999
Assem Jaber,Lebanon,ASIA,798053034,Stub,6.825
Empress Dou Miao,China,ASIA,798053413,Start,1402.385
Mark Galperin,Russia,EUROPE,798054078,Stub,146.733
Yon Goicoechea,Venezuela,LATIN AMERICA AND THE CARIBBEAN,798055066,C,28.645
Prospective parliamentary candidate,United Kingdom,EUROPE,798055195,Stub,67.16
Marino Busdachin,Italy,EUROPE,798056205,Start,60.29600000000001
Soran Omar,Iraq,ASIA,798057406,Stub,39.725
Henrik Fritzon,Sweden,EUROPE,798057949,Stub,10.377
Adam Adli,Malaysia,ASIA,798058722,Start,32.781
Abdul Qadir (Afghan leader),Afghanistan,ASIA,798059926,C,38.928000000000004
Isabel Martínez de Perón,Argentina,LATIN AMERICA AND THE CARIBBEAN,798061054,FA,45.376999999999995
Dardan Gashi,Kosovo,EUROPE,798062118,Start,1.791
Mariano Melgarejo,Bolivia,LATIN AMERICA AND THE CARIBBEAN,798062567,Start,11.633
Costas Papacostas,Cyprus,ASIA,798064801,Start,1.207
Pellegrino Rossi,Italy,EUROPE,798064916,C,60.29600000000001
"David Freud, Baron Freud",United Kingdom,EUROPE,798066799,C,67.16
Hassan Emami,Iran,ASIA,798067275,Start,84.15
Abdullah Moazzami,Iran,ASIA,798067329,Stub,84.15
Hossein Pirnia,Iran,ASIA,798067415,Stub,84.15
Esmail Momtaz od-Dowleh,Iran,ASIA,798067443,Start,84.15
Hossein Dadgar,Iran,ASIA,798067529,Stub,84.15
Andrey Yuryevich Tatarinov,Russia,EUROPE,798068686,B,146.733
A. E. Silva,Sri Lanka,ASIA,798069427,Stub,21.936999999999998
Jean-Marie Doré,Guinea,AFRICA,798070055,GA,12.56
Nedjeljko Mihanović,Croatia,EUROPE,798070897,Stub,4.02
Carlos Filizzola,Paraguay,LATIN AMERICA AND THE CARIBBEAN,798071086,Start,7.255
Patricio Echegaray,Argentina,LATIN AMERICA AND THE CARIBBEAN,798072501,Stub,45.376999999999995
Peter Kenilorea,Solomon Islands,OCEANIA,798072807,Start,715.0
Bastiaan Ort,Netherlands,EUROPE,798072966,Stub,17.467
Gerardus Petrus Booms,Netherlands,EUROPE,798073097,Stub,17.467
Misir Mardanov,Azerbaijan,ASIA,798073295,C,10.107999999999999
Valentin Falin,Russia,EUROPE,798074003,Stub,146.733
Michael Cashman,United Kingdom,EUROPE,798074594,C,67.16
Afshin Habibzadeh,Iran,ASIA,798074611,Stub,84.15
Awn Alsharif Qasim,Sudan,AFRICA,798077425,Start,43.849
Marijan Rističević,Serbia,EUROPE,798079167,Stub,6.957000000000001
Kofi Dzamesi,Ghana,AFRICA,798080234,C,31.073
Claudio Gabriele de Launay,Italy,EUROPE,798081255,Stub,60.29600000000001
Xenophon Zolotas,Greece,EUROPE,798081717,C,10.7
Mohammad Abbas Abbasi (governor),Pakistan,ASIA,798085455,Stub,220.94
Dona Catherina of Kandy,Sri Lanka,ASIA,798091885,Start,21.936999999999998
Johannes Kahrs (politician),Germany,EUROPE,798092549,C,83.3
Orlando Montenegro Medrano,Nicaragua,LATIN AMERICA AND THE CARIBBEAN,798094351,Stub,6.596
Vice President of Gabon,Gabon,AFRICA,798099164,Start,2.231
Cause of Yasser Arafat's death,Palestinian Territory,ASIA,798100387,B,5.008
Carmen Pereira,Guinea-Bissau,AFRICA,798101358,Start,1.9269999999999998
Günter Schabowski,Germany,EUROPE,798102254,GA,83.3
Edgar Tekere,Zimbabwe,AFRICA,798106157,C,14.863
Naser al-Din Shah Qajar,Iran,ASIA,798108767,C,84.15
Nela Kuburović,Serbia,EUROPE,798109793,Start,6.957000000000001
Mangubat (surname),Philippines,ASIA,798112906,GA,109.581
Emile Habibi,Israel,ASIA,798115079,C,9.216000000000001
"Emma Nicholson, Baroness Nicholson of Winterbourne",United Kingdom,EUROPE,798115504,C,67.16
Goran Trivan,Serbia,EUROPE,798118539,Start,6.957000000000001
Federico Antún Batlle,Dominican Republic,LATIN AMERICA AND THE CARIBBEAN,798120772,Start,10.5
Teatao Teannaki,Kiribati,OCEANIA,798122765,Start,125.0
Lim Hock Siew,Singapore,ASIA,798127339,C,5.769
André Matsoua,Congo,AFRICA,798130637,Start,5.518
Clemente López de Osornio,Spain,EUROPE,798130991,Start,47.635
David Birnbaum,Canada,NORTHERN AMERICA,798131587,Start,38.19
Fatmir Besimi,Albania,EUROPE,798133285,B,2.838
M. K. Rajakumar,Malaysia,ASIA,798135626,C,32.781
Jan Józef Kasprzyk,Poland,EUROPE,798140163,Stub,38.368
